Metros	ID	Dir3	LATLON	EXCEL	LATLON
22148	47811	Calle de Serrano, 117, 28006 Madrid	40.4412398,-3.6863111	CTRA. DE CAMPO REAL KM 0,200 LA POVEDA 28500 Arganda del Rey	40.3131292,-3.4862027
13	49441	Calle PIO Baroja 6, 28009 Madrid	40.4139056,-3.6743363	C/ Pío Baroja, 6 - 28009 - MADRID	40.4139171,-3.674496
13	27596	Calle de Serrano, 117, 28006 Madrid	40.4412398,-3.6863111	Serrano, 117 28006 Madrid	40.4412987,-3.6864479
2	1198	Paseo De la Castellana 162, 28046 Madrid	40.4583429,-3.6893451	Pº. de la Castellana, 162 28046-Madrid	40.4583462,-3.6893745
847	46799	Autovía de Colmenar Viejo, km. 18,2 - 28760 El Goloso (Madrid)	40.5555043,-3.7094297	Autovía de Colmenar Viejo, km. 18,2 - 28760 El Goloso (Madrid)	40.5629486,-3.7115839
11	49872	Paseo De la Castellana 162, 28046 Madrid	40.4583429,-3.6893451	Pº. de la Castellana, 162	40.4583267,-3.6894833
11	49876	Paseo De la Castellana 162, 28046 Madrid	40.4583429,-3.6893451	Pº. de la Castellana, 162	40.4583267,-3.6894833
125	48853	Calle Amador de los Ríos 7 28071 Madrid (Madrid)	40.4274463,-3.691341	Paseo de la Castellana, 5 28046 - Madrid	40.4264136,-3.6907468
14	1051	Calle María de Molina 50, 28006 Madrid	40.4372153,-3.6807443	C/ María de Molina, 50	40.437163,-3.6809054
42	45791	Avda Juan de Herrera 2, 28040, Madrid, Comunidad Madrid, España	40.44012545,-3.72883789598223	Av. Juan de Herrera, 2 (28040) Madrid	40.4399005,-3.7292481
4	27600	Calle de Serrano, 117, 28006 Madrid	40.4412398,-3.6863111	Serrano, 117 28006 Madrid	40.4412462,-3.6863671
12	31465	Calle Marqués de Duero 4 28071 Madrid (Madrid)	40.4202943,-3.6913723	Calle Marqués de Duero 4 28071 Madrid	40.4203442,-3.6915009
6	49296	Paseo de la Castellana 63 28071 Madrid (Madrid)	40.4422526,-3.6921924	Paseo de la Castellana, 63 - 28046 - MADRID	40.4422092,-3.6922359
41	49901	Calle Guzmán el Bueno 139, 28003 Madrid	40.4454613,-3.7131352	C/ Guzmán el Bueno, 139	40.4454748,-3.712651
27	49902	Paseo De la Castellana 75, 28071 Madrid	40.447429,-3.6932527	Paseo de la Castellana, 75 - 28046 MADRID	40.4476311,-3.6934366
9	49789	Plaza Sagrados Corazones 7 28071 Madrid (Madrid)	40.4513525,-3.6859588	Plaza de los Sagrados Corazones, nº. 7. 28036 Madrid	40.4513836,-3.6860582
77	49905	Calle Alfar 2 28760 Tres Cantos (Madrid)	40.595773,-3.696822	C/ Alfar, 2. 28760 - Tres Cantos - Madrid	40.5950753,-3.6967504
51	49194	Calle Campezo 1 28022 Madrid (Madrid)	40.4484024,-3.5818388	Calle Campezo 1 28022 Madrid	40.447938,-3.5818723
27	1150	Paseo De la Castellana 75, 28071 Madrid	40.447429,-3.6932527	Paseo de la Castellana, 75 - 28046 MADRID	40.4476311,-3.6934366
550	49910	Calle Santa Engracia 7 28071 Madrid (Madrid)	40.4290185,-3.6963731	Paseo de la Castellana, 3	40.426372,-3.6908849
0	48103	Av.Marqués de Sotelo 8 y 10, 46002 VALENCIA	39.46852,-0.37708	Av.Marqués de Sotelo 8 y 10, 46002 VALENCIA	39.46852,-0.37708
0	48084	C/ Salmerón, 14-16, 25004 LLEIDA	41.62084,0.627003	C/ Salmerón, 14-16, 25004 LLEIDA	41.62084,0.627003
412	49920	Calle Poeta Joan Maragall 41 28020 Madrid (Madrid)	40.4603502,-3.6926738	Pº de la Castellana 160. 28046 Madrid	40.4579257,-3.6889917
12	1287	Calle Amador de los Ríos 7 28071 Madrid (Madrid)	40.4274463,-3.691341	C/ Amador de los Ríos, 7 28010 - Madrid	40.4275233,-3.6914496
1914	49963	Avenida General Perón 38 28071 Madrid (Madrid)	40.4519519,-3.6924868	C/ María de Molina, 50	40.437163,-3.6809054
4	50041	Calle San Bernardo 21, 28015 Madrid	40.4226482,-3.7077512	Calle San Bernardo 21 28015 Madrid	40.4226667,-3.7078041
2	48598	Paseo De la Castellana 162, 28046 Madrid	40.4583429,-3.6893451	Pº. de la Castellana, 162 28046-Madrid	40.4583462,-3.6893745
4	49928	Paseo Infanta Isabel 1, 28014 Madrid	40.4086372,-3.6906168	Paseo Infanta Isabel, 1 – 28014 Madrid	40.4086668,-3.6906518
6	27436	Calle Benificiencia 8 28004 Madrid (Madrid)	40.4259384,-3.6995541	C/ Beneficencia, 8 - 28004 - Madrid	40.4259499,-3.6996332
54	37654	Calle Bailén S/N, 28071, Madrid, Comunidad Madrid, España	40.417955,-3.714312	Calle Bailén S/N 28071 Madrid (Madrid)	40.418434, -3.714182
2	49944	Paseo De la Castellana 162, 28046 Madrid	40.4583429,-3.6893451	Pº. de la Castellana, 162 28046-Madrid	40.4583462,-3.6893745
28	48921	Avenida Reyes Católicos 4 28040 Madrid (Madrid)	40.4380323,-3.7203751	Avenida Reyes Católicos 4 28071 Madrid	40.4381163,-3.720695
2	49948	Paseo De la Castellana 162, 28046 Madrid	40.4583429,-3.6893451	Pº. de la Castellana, 162 28046-Madrid	40.4583462,-3.6893745
0	48090	C/ Conde Oliveto, 7, 31003 PAMPLONA/IRUÑA	42.81255,-1.64431	C/ Conde Oliveto, 7, 31003 PAMPLONA/IRUÑA	42.81255,-1.64431
8	31365	Calle Ayala 5 28001 Madrid (Madrid)	40.4280171,-3.6883153	Calle Ayala 5 28001 Madrid	40.4279467,-3.6883634
6	30544	Avenida Cardenal Herrera Oria 378 28071 Madrid (Madrid)	40.4765303,-3.7446241	Av del Cardenal Herrera Oria, 378, 28035 Madrid	40.4765183,-3.744701
2337	45858	Plaza De la Provincia 1 28071 Madrid (Madrid)	40.4265434,-3.6916235	C/ Pechuán, 1. 28002 Madrid	40.4445517,-3.6773893
1352	49955	Calle Alcala 5, 28014 Madrid	40.4174615,-3.7018516	Paseo de la Castellana, 3	40.4263171,-3.6909063
3	49957	Calle Alberto Bosch 16, 28014 Madrid	40.4133587,-3.689281	C/ Alberto Bosch, 16	40.4133481,-3.6893233
223	46886	Avenida Computense 40 28071 Madrid (Madrid)	40.4551872,-3.7266839	Centro de la Moncloa Complutense, 40 28040	40.4540526,-3.7288622
14	49959	Calle María de Molina 50, 28006 Madrid	40.4372153,-3.6807443	C/ María de Molina, 50	40.437163,-3.6809054
163	31806	Avenida Monforte de Lemos 3 28071 Madrid (Madrid)	40.4751479,-3.6882748	Campus de Chamartín: C/ Sinesio Delgado, 4 (entrada por Avda. Monforte de Lemos, 5, 28029 Madrid	40.4754759,-3.6901553
4723	49965	Calle Alcalá 34 28014 Madrid (Madrid)	40.4180686,-3.6973894	Calle Torrelaguna 58 28027 Madrid	40.4457351,-3.655064
1	49967	Plaza Del Rey 1, 28004 Madrid	40.4202074,-3.6964252	Plaza Del Rey 1 28004 Madrid	40.4202202,-3.6964334
0	48079	C/ Fuente de Buenora, 7, 23006 JAEN	37.78095,-3.80556	C/ Fuente de Buenora, 7, 23006 JAEN	37.78095,-3.80556
3538	49969	Plaza Del Rey 1, 28004 Madrid	40.4202074,-3.6964252	Av. Juan de Herrera, 2 (28040) Madrid	40.4399005,-3.7292481
10	49971	Paseo De la Castellana 160, 28046 Madrid	40.4579287,-3.6888691	Pº de la Castellana 160. 28046 Madrid	40.4579257,-3.6889917
4	49973	Paseo Infanta Isabel 1, 28014 Madrid	40.4086372,-3.6906168	Paseo Infanta Isabel, 1 – Madrid 28014	40.4086668,-3.6906518
11	40758	Calle Infanta Mercedes 37 28020 Madrid (Madrid)	40.4555445,-3.6986356	C/ Infanta Mercedes, 37	40.455583,-3.6987623
94	49975	Complejo de la Moncloa, Avenida Puerta de Hierro, S/N, 28071 Madrid	40.4464571,-3.7340666	Avenida Puerta de Hierro S/N 28071 Madrid	40.4457993,-3.7347723
5	40762	Calle Santa María Magdalena 16 28016 Madrid (Madrid)	40.4627493,-3.6702392	C/ Santa Mª Magdalena, 16	40.462701,-3.6702459
0	49979	Avenida Puerta de Hierro S/N 28071 Madrid	40.4457993,-3.7347723	Avenida Puerta de Hierro S/N 28071 Madrid	40.4457993,-3.7347723
0	49981	Avenida Puerta de Hierro S/N 28071 Madrid	40.4457993,-3.7347723	Avenida Puerta de Hierro S/N 28071 Madrid	40.4457993,-3.7347723
0	48076	Hermanos Otamendi, 13, 20014 DONOSTIA-SAN SEBASTIAN	43.30867,-1.97077	Hermanos Otamendi, 13, 20014 DONOSTIA-SAN SEBASTIAN	43.30867,-1.97077
2	49983	Paseo De la Castellana 162, 28046 Madrid	40.4583429,-3.6893451	Pº. de la Castellana, 162 28046-Madrid	40.4583462,-3.6893745
0	48096	C/ Pablo Picasso, nº 8, 41018 SEVILLA	37.38976,-5.97526	C/ Pablo Picasso, nº 8, 41018 SEVILLA	37.38976,-5.97526
0	48609	Paseo de la Castellana, 147 28046 Madrid	40.4601861,-3.6905666	Paseo de la Castellana, 147 28046 Madrid	40.4601861,-3.6905666
7	48968	Calle San Enrique 26 28020 Madrid (Madrid)	40.4558857,-3.6994077	Calle San Enrique, 26 28020 Madrid	40.4559129,-3.6994841
24	40777	Calle Guzmán el Bueno 139, 28003 Madrid	40.4454613,-3.7131352	Calle Guzmán el Bueno, 139 28003 Madrid	40.4454703,-3.7128423
4	47946	Paseo Infanta Isabel 1, 28014 Madrid	40.4086372,-3.6906168	Paseo Infanta Isabel, 1 – 28014 Madrid	40.4086668,-3.6906518
4	47948	Paseo Infanta Isabel 1, 28014 Madrid	40.4086372,-3.6906168	Paseo Infanta Isabel, 1 – Madrid 28014	40.4086668,-3.6906518
252	49293	Calle Alcalá 34 28014 Madrid (Madrid)	40.4180686,-3.6973894	Plaza Plaza del Rey 1 28004 Madrid	40.4202202,-3.6964334
65	47952	Plaza San Juan de la Cruz s/n 28071 Madrid (Madrid)	40.441279,-3.6938415	Plaza San Juan de la Cruz s/n - Madrid 28071	40.4418079,-3.6935009
7	27473	Avenida Gran Vía de San Francisco 4-6, 28005 Madrid	40.4077415,-3.7121846	C/ Gran Vía de San Francisco, 4 y 6 - Madrid-28005	40.4077546,-3.7122717
4	27480	Paseo Infanta Isabel 1, 28014 Madrid	40.4086372,-3.6906168	Pº. Infanta Isabel, 1 Dpcho B.37 – Madrid 28014	40.4086668,-3.6906518
11	40794	Calle Infanta Mercedes 37 28020 Madrid (Madrid)	40.4555445,-3.6986356	C/ Infanta Mercedes, 37	40.455583,-3.6987623
1109	1167	Paseo Castellana 109, 28046 Madrid	40.4555839,-3.691453	C/ Joaquín Costa, 6 28071-MADRID.	40.4458588,-3.688523
0	37161	C/ Arturo Soria 126, EDIFICIO A	40.4505249,-3.6501065	C/ Arturo Soria 126, EDIFICIO A	40.4505249,-3.6501065
13	47966	Calle Alcala 38 28071 Madrid (Madrid)	40.4183263,-3.6970518	C/ Alcalá, 38-40 28014 - Madrid	40.4183128,-3.6972047
6	50015	Paseo De la Castellana 162, 28046 Madrid	40.4583429,-3.6893451	Pº Castellana, 162	40.4583152,-3.689406
10	29796	Paseo De la Castellana 160, 28046 Madrid	40.4579287,-3.6888691	Pº de la Castellana 160. 28046 Madrid	40.4579257,-3.6889917
1306	30563	Calle Alcalá 9, 28014 Madrid	40.4176416,-3.7013019	Paseo de la Castellana, 3	40.4263171,-3.6909063
4	27495	Paseo Infanta Isabel 1, 28014 Madrid	40.4086372,-3.6906168	Paseo Infanta Isabel, 1 – 28014 Madrid	40.4086668,-3.6906518
0	48107	Camino de las Torres, 22, 50008 ZARAGOZA	41.64550,-0.87615	Camino de las Torres, 22, 50008 ZARAGOZA	41.64550,-0.87615
5	40821	Calle Santa María Magdalena 16 28016 Madrid (Madrid)	40.4627493,-3.6702392	C/ Santa Mª Magdalena, 16	40.462701,-3.6702459
2	47990	Paseo De la Castellana 162, 28046 Madrid	40.4583429,-3.6893451	Pº. de la Castellana, 162 28046-Madrid	40.4583462,-3.6893745
10	49300	Paseo De la Castellana 160, 28046 Madrid	40.4579287,-3.6888691	Pº de la Castellana 160. 28046 Madrid	40.4579257,-3.6889917
4	47994	Calle San Bernardo 21, 28015 Madrid	40.4226482,-3.7077512	Calle San Bernardo 21 28015 Madrid	40.4226667,-3.7078041
94	50045	Complejo de la Moncloa, Avenida Puerta de Hierro, S/N, 28071 Madrid	40.4464571,-3.7340666	Avenida Puerta de Hierro S/N 28071 Madrid	40.4457993,-3.7347723
17	31812	Paseo del Prado 18 y 20, 28014 Madrid	40.4133967,-3.694118	Paseo del Prado, 18-20	40.4132403,-3.6941106
2	30593	Calle Alcalá 9, 28014 Madrid	40.4176416,-3.7013019	Calle Alcala 9 28071 Madrid (Madrid)	40.4176193,-3.7012871
3	49131	Calle Alberto Bosch 16, 28014 Madrid	40.4133587,-3.689281	C/ Alberto Bosch, 16	40.4133481,-3.6893233
65	45958	Plaza San Juan de la Cruz s/n 28071 Madrid (Madrid)	40.441279,-3.6938415	Plaza San Juan de la Cruz s/n – Madrid 28071	40.4418079,-3.6935009
26	49031	Calle de Alfonso XII 3, 28014 Madrid	40.4078464,-3.6861369	Alfonso XII, 3 y 5 - 28014 Madrid	40.4076343,-3.6862822
692	48010	Calle Los Madrazo 15-17 28014 Madrid (Madrid)	40.4176735,-3.6969684	Paseo Del Prado 28 28014 Madrid (Madrid)	40.4120496,-3.6934657
6	30608	Paseo De la Castellana 162, 28046 Madrid	40.4583429,-3.6893451	Pº Castellana, 162	40.4583152,-3.689406
26	29586	Paseo Castellana 109, 28046 Madrid	40.4555839,-3.691453	Pº de la Castellana, 109 - 28071 Madrid	40.4556126,-3.6917607
59	30611	Paseo De la Castellana 162, 28046 Madrid	40.4583429,-3.6893451	C/ Alberto Alcocer, 2	40.4586557,-3.6887744
58	30987	Calle Josefa Valcárcel 28 28027 Madrid (Madrid)	40.4491629,-3.6446758	C/ Josefa Valcárcel, 28 28027 - Madrid	40.4486374,-3.6446413
11	49050	Calle Isaac Peral 20 28015 Madrid (Madrid)	40.4367495,-3.7178814	C/ Isaac Peral nº 20-32 - 28015 Madrid	40.4367925,-3.7180069
14	30620	Calle María de Molina 50, 28006 Madrid	40.4372153,-3.6807443	C/ María de Molina, 50	40.437163,-3.6809054
11	49053	Calle Isaac Peral 20 28015 Madrid (Madrid)	40.4367495,-3.7178814	C/ Isaac Peral nº 20-32 - 28015 Madrid	40.4367925,-3.7180069
10	29598	Paseo De la Castellana 160, 28046 Madrid	40.4579287,-3.6888691	Pº de la Castellana 160. 28046 Madrid	40.4579257,-3.6889917
8	31647	Calle Montalbán 8, 28014 Madrid	40.4178992,-3.690159	Calle Montalbán 8 28014 Madrid	40.4178786,-3.6902537
8	31648	Calle Montalbán 8, 28014 Madrid	40.4178992,-3.690159	Calle Montalbán 8 28014 Madrid	40.4178786,-3.6902537
8	31649	Calle Montalbán 8, 28014 Madrid	40.4178992,-3.690159	Calle Montalbán 8 28014 Madrid	40.4178786,-3.6902537
8	31650	Calle Montalbán 8, 28014 Madrid	40.4178992,-3.690159	Calle Montalbán 8 28014 Madrid	40.4178786,-3.6902537
14	30628	Calle María de Molina 50, 28006 Madrid	40.4372153,-3.6807443	C/ María de Molina, 50	40.437163,-3.6809054
26	49061	Paseo Castellana 109, 28046 Madrid	40.4555839,-3.691453	Pº de la Castellana, 109 - 28071 Madrid.	40.4556126,-3.6917607
43	31654	Plaza Marina Española 9 28013 Madrid (Madrid)	40.4206389,-3.71244	Plaza Marina Española 9 28013 Madrid (Madrid)	40.4208423,-3.7120028
3306	30636	Plaza de la Provincia 1, 28012 Madrid	40.41436725,-3.70597515276898	C/ María de Molina, 50	40.437163,-3.6809054
94	31662	Complejo de la Moncloa, Avenida Puerta de Hierro, S/N, 28071 Madrid	40.4464571,-3.7340666	Avenida Puerta de Hierro S/N 28071 Madrid	40.4457993,-3.7347723
2537	30643	Paseo del Prado 6, 28014, Madrid, Comunidad Madrid, España	40.416929,-3.6947426	Paseo del Prado, 6 28014 Madrid	40.437163,-3.6809054
2794	47204	Calle Núñez de Balboa 116 28006 Madrid (Madrid)	40.4371966,-3.6816738	Calle Guzmán el Bueno, 139 28003 Madrid	40.4454703,-3.7128423
4709	27071	Calle Claudio Coello 31 28071 Madrid (Madrid)	40.4243463,-3.686817	Avenida Puerta de Hierro S/N 28071 Madrid	40.4457993,-3.7347723
0	48054	C/ Duque de Wellington, 31, 01010 VITORIA-GASTEIZ	42.86587,-2.69673	C/ Duque de Wellington, 31, 01010 VITORIA-GASTEIZ	42.86587,-2.69673
7	48969	Calle San Enrique 26 28020 Madrid (Madrid)	40.4558857,-3.6994077	Calle San Enrique, 26 28020 Madrid	40.4559129,-3.6994841
0	48056	C/ Enriqueta Ortega, 2, 03005 ALICANTE/ALACANT	38.34661,-0.49468	C/ Enriqueta Ortega, 2, 03005 ALICANTE/ALACANT	38.34661,-0.49468
1288	30649	Paseo de la Castellana 67, 28046, Madrid, Comunidad Madrid, España	40.4435818,-3.6935795	C/ María de Molina, 50	40.437163,-3.6809054
0	48058	C/ Pérez de la Sala, 9, 33007 OVIEDO	43.35822,-5.84951	C/ Pérez de la Sala, 9, 33007 OVIEDO	43.35822,-5.84951
0	48059	Avenida de Portugal 4, 05001 Ávila	40.65735,-4.69529	Avda. de Portugal, 4, 05001 AVILA	40.65735,-4.69529
12986	49084	Aeropuerto Barajas s/n 28042 Madrid (Madrid)	40.4839361,-3.5679515	Calle Guzmán el Bueno, 139 28003 Madrid	40.4454703,-3.7128423
0	48061	La Rambla, 18, 07003 PALMA DE MALLORCA	39.57412,2.649233	La Rambla, 18, 07003 PALMA DE MALLORCA	39.57412,2.649233
0	48062	c/ Sant Antoni Maria Claret, 5-11, 08037 BARCELONA	41.40308,2.163359	c/ Sant Antoni Maria Claret, 5-11, 08037 BARCELONA	41.40308,2.163359
0	48063	C. d´ Aragó, 273-275, 08007 BARCELONA	41.39293,2.165603	C. d´ Aragó, 273-275, 08007 BARCELONA	41.39293,2.165603
0	48064	Calle Vitoria, 16, 09004 Burgos	42.34127,-3.69762	C/ Vitoria, 16, 09004 BURGOS	42.34127,-3.69762
8	27585	Calle Corazón de María 8 28002 Madrid (Madrid)	40.4403311,-3.6709015	Calle del Corazón de María, 8 28002 Madrid	40.4403263,-3.671005
0	48066	Avda. Amilcar Barca, nº 5, 11008 CADIZ	36.51632,-6.28492	Avda. Amilcar Barca, nº 5, 11008 CADIZ	36.51632,-6.28492
8	46019	Plaza De España 17 28071 Madrid (Madrid)	40.4239456,-3.7128028	Plaza de España, 17	40.4239508,-3.712898
0	48068	Avda. del Mar, 6, 12003 CASTELLON DE LA PLANA/CASTELLO DE LA PLA	39.98536,-0.03286	Avda. del Mar, 6, 12003 CASTELLON DE LA PLANA/CASTELLO DE LA PLA	39.98536,-0.03286
0	48071	C/ Ronda de los Tejares, 23 y 25, 14008 CORDOBA	37.88693,-4.78334	C/ Ronda de los Tejares, 23 y 25, 14008 CORDOBA	37.88693,-4.78334
0	48072	Parque San Julián, 7, 16001 Cuenca	40.07262,-2.13495	Parque de San Julian, 7, 16001 CUENCA	40.07262,-2.13495
0	48074	Gran Vía de Colón, 23, 18001 GRANADA	37.17843,-3.59897	Gran Vía de Colón, 23, 18001 GRANADA	37.17843,-3.59897
1222	27639	C/ DARWIN, 3. CANTOBLANCO 28049 Madrid (Madrid)	40.552874,-3.680763	C/ DARWIN, 3. CANTOBLANCO 28049 Madrid	40.544561,-3.6902216
11	49100	Paseo De la Castellana 67 28071 Madrid (Madrid)	40.4435818,-3.6935795	Paseo de la Castellana 67, 28071 Madrid	40.4435346,-3.6936947
6	49314	Calle Guzmán el Bueno 110 28003 Madrid (Madrid)	40.4445564,-3.7122785	C/ Guzmán el Bueno, 110 28003 - Madrid	40.4446019,-3.7122314
14	46413	Calle Atocha 106, 28012 Madrid	40.4100669,-3.6947583	Calle de Atocha, 106. 28012 - Madrid	40.4100727,-3.6949259
11	49104	Paseo De la Castellana 67 28071 Madrid (Madrid)	40.4435818,-3.6935795	Paseo de la Castellana 67, 28071 Madrid	40.4435346,-3.6936947
0	48082	C/ Cinco de Octubre, nº20, 24002 LEON	42.60365,-5.57762	C/ Cinco de Octubre, nº20, 24002 LEON	42.60365,-5.57762
2	1187	Paseo De la Castellana 162, 28046 Madrid	40.4583429,-3.6893451	Pº. de la Castellana, 162 28046-Madrid	40.4583462,-3.6893745
8789	50132	Calle Aguacate 27 28044 Madrid (Madrid)	40.3705287,-3.7457446	Calle Guzmán el Bueno, 139 28003 Madrid	40.4454703,-3.7128423
0	48085	c/ Serrano, 102, 28006 MADRID	40.43392,-3.68635	c/ Serrano, 102, 28006 MADRID	40.43392,-3.68635
0	48086	C/ Agustin de Foxa, Nº 28 -30, 28036 MADRID	40.47001,-3.68535	C/ Agustin de Foxa, Nº 28 -30, 28036 MADRID	40.47001,-3.68535
0	48087	C/ Ingeniero de la Torre Acosta, 5, 29007 MALAGA	36.71970,-4.43851	C/ Ingeniero de la Torre Acosta, 5, 29007 MALAGA	36.71970,-4.43851
0	48088	Paseo Marítimo Alcalde Rafael Ginel Cañamaque, 5, planta 8, 52004 MELILLA	35.28966,-2.93641	Paseo Marítimo Alcalde Rafael Ginel Cañamaque, 5, planta 8, 52004 MELILLA	35.28966,-2.93641
276	28633	Calle Juan de Mena, 1, 28014 Madrid	40.4173597,-3.6889892	Calle de Montalbán, 2, 28014 Madrid	40.4180516,-3.692127
1216	27610	C/ SOR JUANA INES DE LA CRUZ,3 28049 Madrid (Madrid)	40.552026,-3.680248	C/ SOR JUANA INES DE LA CRUZ,3 28049 Madrid	40.54372,-3.6896195
0	48091	C/ Concejo, 1, 32003 OURENSE	42.34150,-7.86471	C/ Concejo, 1, 32003 OURENSE	42.34150,-7.86471
0	48092	Avda. Comunidad Europea, 16, 34004 PALENCIA	42.00788,-4.51131	Avda. Comunidad Europea, 16, 34004 PALENCIA	42.00788,-4.51131
0	48093	Avda. García Barbón, 36-1º, 36201 VIGO	42.23674,-8.71540	Avda. García Barbón, 36-1º, 36201 VIGO	42.23674,-8.71540
0	48094	Paseo de Canalejas, 129, 37001 SALAMANCA	40.96107,-5.65899	Paseo de Canalejas, 129, 37001 SALAMANCA	40.96107,-5.65899
0	48095	C/ Pinar de Valsaín, 1, 40005 SEGOVIA	40.94048,-4.16062	C/ Pinar de Valsaín, 1, 40005 SEGOVIA	40.94048,-4.16062
14	26592	Calle Atocha 106, 28012 Madrid	40.4100669,-3.6947583	Calle de Atocha, 106. 28012 - Madrid	40.4100727,-3.6949259
0	48098	Rambla Nova, 84, 43003 TARRAGONA	41.11620,1.250774	Rambla Nova, 84, 43003 TARRAGONA	41.11620,1.250774
14	26595	Calle Atocha 106, 28012 Madrid	40.4100669,-3.6947583	Calle de Atocha, 106. 28012 - Madrid	40.4100727,-3.6949259
0	48100	Tarazona de Aragón, 2-A, 44002 TERUEL	40.33057,-1.08841	Tarazona de Aragón, 2-A, 44002 TERUEL	40.33057,-1.08841
0	48101	Plaza San Agustín, 3, 45001 TOLEDO	39.86038,-4.02180	Plaza San Agustín, 3, 45001 TOLEDO	39.86038,-4.02180
224	48102	Calle De Bailén 46, 46007 Valencia	39.4627842,-0.3795037	c/ Bailén, 46, 46007 VALENCIA	39.46474,-0.37887
6	30695	Avda General Perón 38, 28020, Madrid, Comunidad Madrid, España	40.4519221,-3.6928323	Avda. General Perón, 38	40.4519359,-3.692902
0	48104	C/ Boston, 6, 47007 VALLADOLID	41.63727,-4.73243	C/ Boston, 6, 47007 VALLADOLID	41.63727,-4.73243
0	48105	C/ Gran Vía, 89, 48011 BILBAO	43.26499,-2.94469	C/ Gran Vía, 89, 48011 BILBAO	43.26499,-2.94469
0	48077	C/ Puerto, 50, 21001 HUELVA	37.25887,-6.95495	C/ Puerto, 50, 21001 HUELVA	37.25887,-6.95495
1291	27627	C/ JUAN DE LA CIERVA, 3 28006 Madrid (Madrid)	40.454458,-3.680935	C/ JUAN DE LA CIERVA, 3 28006 Madrid	40.4432316,-3.6848096
80	29677	Paseo de la Castellana 183 28071 Madrid (Madrid)	40.4639201,-3.69017	Paseo de la Castellana, 183 (entrada por Estébanez Calderón, 2) 28071 - Madrid.	40.4636462,-3.691055
3	49134	Calle Alberto Bosch 16, 28014 Madrid	40.4133587,-3.689281	C/ Alberto Bosch, 16	40.4133481,-3.6893233
36	47613	Avda Manoteras 54, 28050, Madrid, Comunidad Madrid, España	40.48666765,-3.66082579839677	Avenida Manoteras 54 28050 Madrid	40.4869878,-3.6607495
6	49136	Avenida Cardenal Herrera Oria 378 28071 Madrid (Madrid)	40.4765303,-3.7446241	Av del Cardenal Herrera Oria, 378, 28035 Madrid	40.4765183,-3.744701
132	27634	AVDA.GREGORIO DEL AMO NUM.8 28040 Madrid (Madrid)	40.445706,-3.721619	AVDA.GREGORIO DEL AMO NUM.8 28040 Madrid	40.4468949,-3.7217101
1419	27636	C/ SERRANO GALVACHE, 4 28033 Madrid (Madrid)	40.481883,-3.660765	C/ SERRANO GALVACHE, 4 28033 Madrid	40.4723044,-3.6718555
5	31742	Calle Alcalá 56, 28014 Madrid	40.4195431,-3.690349	c/ Alcalá 56. 28014 Madrid	40.4195785,-3.6903966
1360	27638	C/ RAMIRO DE MAEZTU, 9 28040 Madrid (Madrid)	40.459813,-3.718185	Calle Ramiro de Maeztu, 9, 28040 Madrid	40.4478582,-3.7215972
3	30711	Paseo de la Castellana 272 28071 Madrid (Madrid)	40.4737694,-3.6866869	Pº Castellana, 272	40.4737706,-3.6867269
1289	27640	C/ ARTURO DUPERIER, 4 28029 Madrid (Madrid)	40.491936,-3.682308	C/ ARTURO DUPERIER, 4 28029 Madrid	40.4828867,-3.691833
5	30714	Calle Panamá 1, 28036, Madrid, Comunidad Madrid, España	40.4567244,-3.6889892	C/ Panamá, 1	40.4567256,-3.6890582
5	30716	Calle Panamá 1, 28036, Madrid, Comunidad Madrid, España	40.4567244,-3.6889892	C/ Panamá, 1	40.4567256,-3.6890582
136	27646	Plaza de Murillo, 2 28014 Madrid (Madrid)	40.4111064,-3.6911267	PLAZA DE MURILLO, 2 28014 Madrid	40.4121601,-3.6919537
